2023-09-28 23:17:29 WARNING  start
/Users/houeland/github.com/houeland/tpu-ml/easy-attention/model/train.py:31: DeprecationWarning: jax.random.PRNGKeyArray is deprecated. Use jax.Array for annotations, and jax.dtypes.issubdtype(arr, jax.dtypes.prng_key) for runtime detection of typed prng keys.
  init_rng: jax.random.PRNGKeyArray, config: ml_collections.ConfigDict
/Users/houeland/github.com/houeland/tpu-ml/easy-attention/model/train.py:83: DeprecationWarning: jax.random.PRNGKeyArray is deprecated. Use jax.Array for annotations, and jax.dtypes.issubdtype(arr, jax.dtypes.prng_key) for runtime detection of typed prng keys.
  rng_key: jax.random.PRNGKeyArray, config: ml_collections.ConfigDict, workdir: str
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
I0000 00:00:1695939452.813851       1 tfrt_cpu_pjrt_client.cc:349] TfrtCpuClient created.
2023-09-28 23:17:32 INFO     Unable to initialize backend 'cuda': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
2023-09-28 23:17:32 INFO     Unable to initialize backend 'rocm': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
2023-09-28 23:17:32 INFO     Unable to initialize backend 'tpu': INTERNAL: Failed to open libtpu.so: dlopen(libtpu.so, 0x0001): tried: 'libtpu.so' (no such file), '/System/Volumes/Preboot/Cryptexes/OSlibtpu.so' (no such file), '/Users/houeland/.pyenv/versions/3.9.16/lib/libtpu.so' (no such file), '/System/Volumes/Preboot/Cryptexes/OS/Users/houeland/.pyenv/versions/3.9.16/lib/libtpu.so' (no such file), '/Users/houeland/.pyenv/versions/3.9.16/lib/libtpu.so' (no such file), '/System/Volumes/Preboot/Cryptexes/OS/Users/houeland/.pyenv/versions/3.9.16/lib/libtpu.so' (no such file), '/usr/lib/libtpu.so' (no such file, not in dyld cache), 'libtpu.so' (no such file), '/usr/local/lib/libtpu.so' (no such file), '/usr/lib/libtpu.so' (no such file, not in dyld cache)
2023-09-28 23:17:39 WARNING  [16] loss: 25162.9921875, accuracy: 0.001220703125
2023-09-28 23:17:39 WARNING  [32] loss: 23996.751953125, accuracy: 0.0087890625
2023-09-28 23:17:39 WARNING  [48] loss: 23110.75390625, accuracy: 0.009765625
2023-09-28 23:17:40 WARNING  [64] loss: 22810.685546875, accuracy: 0.002197265625
2023-09-28 23:17:40 WARNING  [80] loss: 22607.63671875, accuracy: 0.000244140625
2023-09-28 23:17:40 WARNING  [96] loss: 22543.7890625, accuracy: 0.000244140625
2023-09-28 23:17:40 WARNING  [112] loss: 22440.66015625, accuracy: 0.0
2023-09-28 23:17:40 WARNING  [128] loss: 22288.046875, accuracy: 0.0
2023-09-28 23:17:40 WARNING  [144] loss: 22209.251953125, accuracy: 0.0
2023-09-28 23:17:40 WARNING  [160] loss: 22045.958984375, accuracy: 0.0
2023-09-28 23:17:40 WARNING  [176] loss: 21912.33984375, accuracy: 0.0
2023-09-28 23:17:40 WARNING  [192] loss: 21777.59375, accuracy: 0.0
2023-09-28 23:17:41 WARNING  [208] loss: 21595.85546875, accuracy: 0.0
2023-09-28 23:17:41 WARNING  [224] loss: 21468.943359375, accuracy: 0.0
2023-09-28 23:17:41 WARNING  [240] loss: 21281.53515625, accuracy: 0.001953125
2023-09-28 23:17:41 WARNING  [256] loss: 21163.25, accuracy: 0.015625
2023-09-28 23:17:41 WARNING  [272] loss: 20935.5859375, accuracy: 0.0205078125
2023-09-28 23:17:41 WARNING  [288] loss: 20842.7890625, accuracy: 0.033203125
2023-09-28 23:17:41 WARNING  [304] loss: 20558.345703125, accuracy: 0.040771484375
2023-09-28 23:17:41 WARNING  [320] loss: 20460.69921875, accuracy: 0.040283203125
2023-09-28 23:17:41 WARNING  [336] loss: 20355.451171875, accuracy: 0.045166015625
2023-09-28 23:17:42 WARNING  [352] loss: 20198.66015625, accuracy: 0.05810546875
2023-09-28 23:17:42 WARNING  [368] loss: 20172.072265625, accuracy: 0.076416015625
2023-09-28 23:17:42 WARNING  [384] loss: 20097.18359375, accuracy: 0.1005859375
2023-09-28 23:17:42 WARNING  [400] loss: 19912.6484375, accuracy: 0.134765625
2023-09-28 23:17:42 WARNING  [416] loss: 19797.82421875, accuracy: 0.13671875
